TZ,2004,	0.061,58.73,15,993,4612,75533,265,0.004
TZ,2005,	0.046,65.973,15,1300,2015,44109,184,0.004
TZ,2006,	0.086,74.169,15,860,1681,19602,148,0.008
UA,2003,	0.035,60.456,15,1445,19084,543957,1245,0.002
UA,2004,	0.071,60.18,15,1393,39522,555812,3848,0.007
UA,2005,	0.098,60.809,15,1362,47761,485918,3288,0.007
UA,2006,	0.097,63.912,15,1390,48347,500008,5879,0.012
UA,2007,	0.104,65.651,15,1351,50761,490002,7348,0.015
UA,2008,	0.104,66.042,15,1267,46847,449515,6352,0.014
US,2003,	0.04,48.659,15,431,16669,411956,1732,0.004
US,2004,	0.084,51.639,15,966,35318,419919,3673,0.009
US,2005,	0.118,51.766,15,690,50081,425609,4075,0.01
US,2006,	0.116,49.364,15,993,58521,504844,3046,0.006
US,2007,	0.174,49.466,15,854,84615,485447,5594,0.012
US,2008,	0.084,51.38,15,749,38134,453589,3857,0.009
WN,2003,	0.034,42.554,15,485,32920,958566,3859,0.004
WN,2004,	0.095,42.781,15,615,94583,990404,5978,0.006
WN,2005,	0.098,42.116,15,616,101283,1036034,5210,0.005
WN,2006,	0.106,43.836,15,542,116763,1099321,6112,0.006
WN,2007,	0.102,44.558,15,624,118667,1168871,5760,0.005
WN,2008,	0.098,48.693,15,702,117195,1201754,6554,0.005
XE,2003,	0.029,53.188,15,570,9411,328086,322,0.001
XE,2004,	0.054,57.047,15,707,19709,367703,450,0.001
XE,2005,	0.063,56.055,15,736,25540,403767,1429,0.004
XE,2006,	0.076,60.887,15,798,33374,441470,542,0.001
XE,2007,	0.085,63.743,15,939,36838,434773,657,0.002
XE,2008,	0.093,62.339,15,838,34914,374510,697,0.002
YV,2006,	0.1,60.135,15,715,30357,304764,4414,0.014
YV,2007,	0.102,59.036,15,649,30102,294362,5421,0.018
YV,2008,	0.121,62.477,15,606,30855,254930,5020,0.02
