name,type,value,date
Lehigh Valley International,airport,6865,"1997	"
Lehigh Valley International,airport,6089,"1999	"
Lehigh Valley International,airport,6302,"2000	"
Lehigh Valley International,airport,5262,"2001	"
Lehigh Valley International,airport,2090,"2002	"
Lehigh Valley International,airport,4071,"2003	"
Lehigh Valley International,airport,1258,"1987	"
Lehigh Valley International,airport,6909,"2004	"
Lehigh Valley International,airport,4742,"2005	"
Lehigh Valley International,airport,5188,"2006	"
Lehigh Valley International,airport,5701,"2007	"
Lehigh Valley International,airport,4807,"2008	"
Lehigh Valley International,airport,6236,"1998	"
Lehigh Valley International,airport,4947,"1988	"
Lehigh Valley International,airport,4959,"1989	"
Lehigh Valley International,airport,6010,"1990	"
Lehigh Valley International,airport,6178,"1991	"
Lehigh Valley International,airport,7428,"1992	"
Lehigh Valley International,airport,6515,"1993	"
Lehigh Valley International,airport,7096,"1994	"
Lehigh Valley International,airport,7198,"1995	"
Lehigh Valley International,airport,7125,"1996	"
Abilene Regional,airport,2845,"2006	"
Abilene Regional,airport,2567,"2001	"
Abilene Regional,airport,2836,"2007	"
Abilene Regional,airport,2660,"2008	"
Abilene Regional,airport,2529,"2003	"
Abilene Regional,airport,2437,"2002	"
Abilene Regional,airport,3088,"2004	"
Abilene Regional,airport,2,"1989	"
Abilene Regional,airport,2749,"2005	"
Albuquerque International,airport,36196,"1994	"
Albuquerque International,airport,7866,"1987	"
Albuquerque International,airport,31480,"1988	"
Albuquerque International,airport,30882,"1989	"
Albuquerque International,airport,31893,"1990	"
Albuquerque International,airport,30334,"1991	"
Albuquerque International,airport,31744,"1992	"
Albuquerque International,airport,34699,"1993	"
Albuquerque International,airport,36871,"1995	"
Albuquerque International,airport,37956,"1996	"
Albuquerque International,airport,37604,"1997	"
Albuquerque International,airport,36320,"1998	"
Albuquerque International,airport,37276,"1999	"
Albuquerque International,airport,36447,"2000	"
Albuquerque International,airport,36248,"2001	"
Albuquerque International,airport,36240,"2002	"
Albuquerque International,airport,36708,"2003	"
Albuquerque International,airport,37033,"2004	"
Albuquerque International,airport,36956,"2005	"
Albuquerque International,airport,37264,"2006	"
Albuquerque International,airport,41161,"2007	"
Albuquerque International,airport,41146,"2008	"
Southwest Georgia Regional,airport,1420,"2004	"
Southwest Georgia Regional,airport,1449,"2003	"
Southwest Georgia Regional,airport,1390,"2005	"
Southwest Georgia Regional,airport,1369,"2006	"
Southwest Georgia Regional,airport,1312,"2007	"
Southwest Georgia Regional,airport,1095,"2008	"
Nantucket Memorial,airport,22,"1994	"
Nantucket Memorial,airport,40,"1995	"
Nantucket Memorial,airport,19,"1993	"
Nantucket Memorial,airport,25,"1996	"
Nantucket Memorial,airport,16,"1997	"
Nantucket Memorial,airport,22,"1998	"
Nantucket Memorial,airport,193,"2003	"
Nantucket Memorial,airport,242,"2004	"
Nantucket Memorial,airport,227,"2005	"
Nantucket Memorial,airport,235,"2006	"
Nantucket Memorial,airport,314,"2007	"
Nantucket Memorial,airport,457,"2008	"
Waco Regional,airport,2736,"2003	"
Waco Regional,airport,2686,"2001	"
Waco Regional,airport,2390,"2002	"
Waco Regional,airport,3522,"2004	"
Waco Regional,airport,2947,"2005	"
Waco Regional,airport,2458,"2006	"
Waco Regional,airport,2349,"2007	"
Waco Regional,airport,1993,"2008	"
Arcata,airport,343,"1987	"
Arcata,airport,19,"1988	"
Arcata,airport,4027,"2003	"
Arcata,airport,4101,"2004	"
Arcata,airport,4042,"2005	"
Arcata,airport,3664,"2006	"
Arcata,airport,3872,"2007	"
Arcata,airport,3714,"2008	"
Atlantic City International,airport,132,"2003	"
Atlantic City International,airport,447,"1988	"
Atlantic City International,airport,654,"1989	"
Atlantic City International,airport,760,"1990	"
Atlantic City International,airport,934,"1991	"
Atlantic City International,airport,763,"1992	"
Atlantic City International,airport,738,"1993	"
Atlantic City International,airport,620,"1994	"
Atlantic City International,airport,1,"2001	"
Atlantic City International,airport,1096,"2004	"
Atlantic City International,airport,1037,"2005	"
Atlantic City International,airport,765,"2006	"
Atlantic City International,airport,735,"2007	"
Atlantic City International,airport,116,"2008	"
Adak,airport,104,"2006	"
Adak,airport,103,"2007	"
Adak,airport,104,"2004	"
Adak,airport,74,"2003	"
Adak,airport,102,"2008	"
Adak,airport,102,"2005	"
Kodiak ,airport,728,"2000	"
Kodiak ,airport,85,"1992	"
Kodiak ,airport,315,"1993	"
Kodiak ,airport,423,"1994	"
Kodiak ,airport,504,"1995	"
Kodiak ,airport,533,"1996	"
Kodiak ,airport,719,"1997	"
Kodiak ,airport,726,"1998	"
Kodiak ,airport,725,"1999	"
Kodiak ,airport,726,"2001	"
Kodiak ,airport,726,"2002	"
Kodiak ,airport,726,"2003	"
Kodiak ,airport,727,"2004	"
Kodiak ,airport,665,"2005	"
Kodiak ,airport,602,"2006	"
Kodiak ,airport,691,"2007	"
Kodiak ,airport,706,"2008	"
Alexandria International,airport,3261,"2003	"
Alexandria International,airport,3254,"2004	"
Alexandria International,airport,2595,"2005	"
Alexandria International,airport,2809,"2006	"
Alexandria International,airport,2996,"2007	"
Alexandria International,airport,2330,"2008	"
Bush ,airport,3390,"1991	"
Bush ,airport,862,"1987	"
Bush ,airport,3218,"1988	"
Bush ,airport,3086,"1989	"
Bush ,airport,3136,"1990	"
Bush ,airport,3640,"1992	"
Bush ,airport,3494,"1993	"
Bush ,airport,3345,"1994	"
Bush ,airport,2387,"1995	"
Bush ,airport,2137,"1996	"
Bush ,airport,2183,"1997	"
Bush ,airport,1907,"1998	"
Bush ,airport,1452,"1999	"
Bush ,airport,993,"2000	"
Bush ,airport,3,"2002	"
Bush ,airport,4321,"2003	"
Bush ,airport,4039,"2004	"
Bush ,airport,2764,"2005	"
Bush ,airport,2332,"2006	"
Bush ,airport,2286,"2007	"
Bush ,airport,2403,"2008	"
King Salmon,airport,330,"1992	"
King Salmon,airport,356,"1993	"
King Salmon,airport,400,"1994	"
King Salmon,airport,475,"1995	"
King Salmon,airport,453,"1996	"
King Salmon,airport,456,"1997	"
King Salmon,airport,431,"1998	"
King Salmon,airport,343,"1999	"
King Salmon,airport,324,"2000	"
King Salmon,airport,284,"2001	"
King Salmon,airport,322,"2002	"
King Salmon,airport,347,"2003	"
King Salmon,airport,380,"2004	"
King Salmon,airport,389,"2005	"
King Salmon,airport,364,"2006	"
King Salmon,airport,235,"2007	"
King Salmon,airport,116,"2008	"
Albany Cty,airport,11997,"1995	"
Albany Cty,airport,2922,"1987	"
Albany Cty,airport,12448,"1988	"
Albany Cty,airport,13651,"1989	"
Albany Cty,airport,13713,"1990	"
Albany Cty,airport,12368,"1991	"
Albany Cty,airport,14294,"1992	"
Albany Cty,airport,12836,"1993	"
Albany Cty,airport,12499,"1994	"
Albany Cty,airport,11304,"1996	"
Albany Cty,airport,11179,"1997	"
Albany Cty,airport,11276,"1998	"
Albany Cty,airport,11644,"1999	"
Albany Cty,airport,13683,"2000	"
Albany Cty,airport,16349,"2001	"
Albany Cty,airport,13961,"2002	"
Albany Cty,airport,17098,"2003	"
Albany Cty,airport,18067,"2004	"
Albany Cty,airport,18360,"2005	"
Albany Cty,airport,14676,"2006	"
Albany Cty,airport,14965,"2007	"
Albany Cty,airport,13474,"2008	"
Waterloo Municipal,airport,323,"2008	"
Waterloo Municipal,airport,300,"2007	"
Waterloo Municipal,airport,356,"1987	"
Waterloo Municipal,airport,469,"1996	"
Waterloo Municipal,airport,116,"1988	"
Amarillo International,airport,4294,"1995	"
Amarillo International,airport,1947,"1987	"
Amarillo International,airport,7608,"1988	"
Amarillo International,airport,6342,"1989	"
Amarillo International,airport,6391,"1990	"
Amarillo International,airport,5890,"1991	"
Amarillo International,airport,5927,"1992	"
Amarillo International,airport,5089,"1993	"
Amarillo International,airport,4128,"1994	"
Amarillo International,airport,4792,"1996	"
Amarillo International,airport,4862,"1997	"
Amarillo International,airport,4847,"1998	"
Amarillo International,airport,4794,"1999	"
Amarillo International,airport,4790,"2000	"
Amarillo International,airport,6138,"2001	"
Amarillo International,airport,6320,"2002	"
Amarillo International,airport,8368,"2003	"
Amarillo International,airport,8172,"2004	"
Amarillo International,airport,8245,"2005	"
Amarillo International,airport,8495,"2006	"
Amarillo International,airport,7542,"2007	"
Amarillo International,airport,7496,"2008	"
Ted Stevens Anchorage International,airport,16562,"1992	"
Ted Stevens Anchorage International,airport,3217,"1987	"
Ted Stevens Anchorage International,airport,13641,"1988	"
Ted Stevens Anchorage International,airport,13479,"1989	"
Ted Stevens Anchorage International,airport,14490,"1990	"
Ted Stevens Anchorage International,airport,15135,"1991	"
Ted Stevens Anchorage International,airport,16256,"1993	"
Ted Stevens Anchorage International,airport,17146,"1994	"
Ted Stevens Anchorage International,airport,19040,"1995	"
Ted Stevens Anchorage International,airport,20673,"1996	"
Ted Stevens Anchorage International,airport,19988,"1997	"
Ted Stevens Anchorage International,airport,20518,"1998	"
Ted Stevens Anchorage International,airport,20807,"1999	"
Ted Stevens Anchorage International,airport,20782,"2000	"
Ted Stevens Anchorage International,airport,21186,"2001	"
Ted Stevens Anchorage International,airport,21094,"2002	"
Ted Stevens Anchorage International,airport,21013,"2003	"
Ted Stevens Anchorage International,airport,20540,"2004	"
Ted Stevens Anchorage International,airport,20767,"2005	"
Ted Stevens Anchorage International,airport,19976,"2006	"
Ted Stevens Anchorage International,airport,19755,"2007	"
Ted Stevens Anchorage International,airport,19327,"2008	"
Aniak,airport,97,"1993	"
Aniak,airport,138,"1994	"
Aniak,airport,133,"1995	"
Aniak,airport,43,"1992	"
Aniak,airport,64,"1996	"
Naples Municipal,airport,364,"2001	"
Naples Municipal,airport,261,"1987	"
Naples Municipal,airport,807,"1988	"
Naples Municipal,airport,114,"1989	"
Naples Municipal,airport,140,"2004	"
Naples Municipal,airport,1037,"2005	"
Naples Municipal,airport,796,"2006	"
Naples Municipal,airport,555,"2007	"
Aspen-Pitkin Co/Sardy ,airport,3733,"2006	"
Aspen-Pitkin Co/Sardy ,airport,5305,"2007	"
Aspen-Pitkin Co/Sardy ,airport,5307,"2008	"
William B Hartsfield-Atlanta Intl,airport,203087,"1992	"
William B Hartsfield-Atlanta Intl,airport,66309,"1987	"
William B Hartsfield-Atlanta Intl,airport,259731,"1988	"
William B Hartsfield-Atlanta Intl,airport,224036,"1989	"
William B Hartsfield-Atlanta Intl,airport,269397,"1990	"
William B Hartsfield-Atlanta Intl,airport,188408,"1991	"
William B Hartsfield-Atlanta Intl,airport,220818,"1993	"
William B Hartsfield-Atlanta Intl,airport,221486,"1994	"
William B Hartsfield-Atlanta Intl,airport,230470,"1995	"
William B Hartsfield-Atlanta Intl,airport,241609,"1996	"
William B Hartsfield-Atlanta Intl,airport,250222,"1997	"
William B Hartsfield-Atlanta Intl,airport,255380,"1998	"
William B Hartsfield-Atlanta Intl,airport,263865,"1999	"
William B Hartsfield-Atlanta Intl,airport,265708,"2000	"
William B Hartsfield-Atlanta Intl,airport,251671,"2001	"
William B Hartsfield-Atlanta Intl,airport,231928,"2002	"
William B Hartsfield-Atlanta Intl,airport,368743,"2003	"
William B Hartsfield-Atlanta Intl,airport,418072,"2004	"
William B Hartsfield-Atlanta Intl,airport,433678,"2005	"
William B Hartsfield-Atlanta Intl,airport,407971,"2006	"
William B Hartsfield-Atlanta Intl,airport,413851,"2007	"
William B Hartsfield-Atlanta Intl,airport,414513,"2008	"
Outagamie County Regional,airport,701,"1989	"
Outagamie County Regional,airport,266,"1990	"
Outagamie County Regional,airport,1087,"2003	"
Outagamie County Regional,airport,2565,"2004	"
Outagamie County Regional,airport,2392,"2005	"
Outagamie County Regional,airport,4348,"2006	"
Outagamie County Regional,airport,6179,"2007	"
Outagamie County Regional,airport,436,"1987	"
Outagamie County Regional,airport,5873,"2008	"
Outagamie County Regional,airport,1211,"1988	"
Austin-Bergstrom International,airport,39851,"2004	"
Austin-Bergstrom International,airport,7206,"1987	"
Austin-Bergstrom International,airport,28983,"1988	"
Austin-Bergstrom International,airport,28255,"1989	"
Austin-Bergstrom International,airport,28397,"1990	"
Austin-Bergstrom International,airport,29519,"1991	"
Austin-Bergstrom International,airport,29347,"1992	"
Austin-Bergstrom International,airport,30687,"1993	"
Austin-Bergstrom International,airport,33341,"1994	"
Austin-Bergstrom International,airport,36474,"1995	"
Austin-Bergstrom International,airport,36658,"1996	"
Austin-Bergstrom International,airport,37671,"1997	"
Austin-Bergstrom International,airport,39533,"1998	"
Austin-Bergstrom International,airport,44351,"1999	"
Austin-Bergstrom International,airport,42686,"2000	"
Austin-Bergstrom International,airport,42912,"2001	"
Austin-Bergstrom International,airport,39202,"2002	"
Austin-Bergstrom International,airport,41015,"2003	"
Austin-Bergstrom International,airport,41696,"2005	"
Austin-Bergstrom International,airport,44592,"2006	"
Austin-Bergstrom International,airport,51560,"2007	"
Austin-Bergstrom International,airport,49623,"2008	"
Asheville Regional,airport,546,"1987	"
Asheville Regional,airport,2321,"1988	"
Asheville Regional,airport,2334,"1989	"
Asheville Regional,airport,2320,"1990	"
Asheville Regional,airport,3054,"1991	"
Asheville Regional,airport,2657,"1992	"
Asheville Regional,airport,2816,"1993	"
Asheville Regional,airport,3145,"1994	"
Asheville Regional,airport,2877,"1995	"
Asheville Regional,airport,1982,"1996	"
Asheville Regional,airport,2000,"1997	"
Asheville Regional,airport,1783,"1998	"
Asheville Regional,airport,1423,"1999	"
Asheville Regional,airport,1584,"2000	"
Asheville Regional,airport,1586,"2001	"
Asheville Regional,airport,980,"2002	"
Asheville Regional,airport,3680,"2003	"
Asheville Regional,airport,4290,"2004	"
Asheville Regional,airport,4458,"2005	"
Asheville Regional,airport,3081,"2006	"
Asheville Regional,airport,3773,"2007	"
Asheville Regional,airport,4399,"2008	"
Wilkes-Barre/Scranton Intl,airport,2591,"2006	"
Wilkes-Barre/Scranton Intl,airport,545,"1987	"
Wilkes-Barre/Scranton Intl,airport,2273,"1988	"
Wilkes-Barre/Scranton Intl,airport,1983,"1989	"
Wilkes-Barre/Scranton Intl,airport,3106,"1990	"
Wilkes-Barre/Scranton Intl,airport,1919,"1991	"
Wilkes-Barre/Scranton Intl,airport,2264,"1992	"
Wilkes-Barre/Scranton Intl,airport,2524,"1993	"
Wilkes-Barre/Scranton Intl,airport,2507,"1994	"
Wilkes-Barre/Scranton Intl,airport,2605,"1995	"
Wilkes-Barre/Scranton Intl,airport,3094,"1996	"
Wilkes-Barre/Scranton Intl,airport,1944,"1997	"
Wilkes-Barre/Scranton Intl,airport,1795,"1998	"
Wilkes-Barre/Scranton Intl,airport,1719,"1999	"
Wilkes-Barre/Scranton Intl,airport,1524,"2000	"
Wilkes-Barre/Scranton Intl,airport,1446,"2001	"
Wilkes-Barre/Scranton Intl,airport,1375,"2002	"
Wilkes-Barre/Scranton Intl,airport,865,"2003	"
Wilkes-Barre/Scranton Intl,airport,3153,"2004	"
Wilkes-Barre/Scranton Intl,airport,2597,"2005	"
Wilkes-Barre/Scranton Intl,airport,2890,"2007	"
Wilkes-Barre/Scranton Intl,airport,2386,"2008	"
Kalamazoo County,airport,3387,"1990	"
Kalamazoo County,airport,3132,"1991	"
Kalamazoo County,airport,2974,"1992	"
Kalamazoo County,airport,2604,"1993	"
Kalamazoo County,airport,2622,"1994	"
Kalamazoo County,airport,2490,"1995	"
Kalamazoo County,airport,2244,"1996	"
Kalamazoo County,airport,4027,"1988	"
Kalamazoo County,airport,1802,"1997	"
Kalamazoo County,airport,997,"1987	"
Kalamazoo County,airport,1560,"1998	"
Kalamazoo County,airport,1648,"1999	"
Kalamazoo County,airport,3446,"1989	"
Kalamazoo County,airport,1039,"2000	"
Kalamazoo County,airport,2647,"2001	"
Kalamazoo County,airport,1981,"2002	"
Kalamazoo County,airport,3202,"2003	"
Kalamazoo County,airport,4807,"2004	"
Kalamazoo County,airport,4442,"2005	"
Kalamazoo County,airport,4815,"2006	"
Kalamazoo County,airport,5121,"2007	"
Kalamazoo County,airport,3924,"2008	"
Bradley International,airport,31954,"1999	"
Bradley International,airport,7676,"1987	"
Bradley International,airport,31167,"1988	"
Bradley International,airport,29154,"1989	"
Bradley International,airport,29517,"1990	"
Bradley International,airport,28920,"1991	"
Bradley International,airport,28730,"1992	"
Bradley International,airport,26262,"1993	"
Bradley International,airport,26827,"1994	"
Bradley International,airport,25771,"1995	"
Bradley International,airport,25644,"1996	"
Bradley International,airport,26820,"1997	"
Bradley International,airport,26445,"1998	"
Bradley International,airport,36520,"2000	"
Bradley International,airport,36003,"2001	"
Bradley International,airport,33219,"2002	"
Bradley International,airport,33567,"2003	"
Bradley International,airport,34565,"2004	"
Bradley International,airport,37246,"2005	"
Bradley International,airport,32880,"2006	"
Bradley International,airport,32627,"2007	"
Bradley International,airport,29449,"2008	"
Bethel,airport,131,"1987	"
Bethel,airport,584,"1988	"
Bethel,airport,574,"1989	"
Bethel,airport,589,"1990	"
Bethel,airport,593,"1991	"
Bethel,airport,646,"1992	"
Bethel,airport,739,"1993	"
Bethel,airport,827,"1994	"
Bethel,airport,981,"1995	"
Bethel,airport,916,"1996	"
Bethel,airport,951,"1997	"
Bethel,airport,984,"1998	"
Bethel,airport,1030,"1999	"
Bethel,airport,1036,"2000	"
Bethel,airport,1153,"2001	"
Bethel,airport,1399,"2002	"
Bethel,airport,1175,"2003	"
Bethel,airport,1139,"2004	"
Bethel,airport,1139,"2005	"
Bethel,airport,1145,"2006	"
Bethel,airport,1044,"2007	"
Bethel,airport,1035,"2008	"
Scotts Bluff County,airport,1,"2003	"
Boeing Field/King County Intl,airport,1,"1988	"
Meadows ,airport,455,"1995	"
Meadows ,airport,608,"1987	"
Meadows ,airport,1281,"1988	"
Meadows ,airport,958,"1989	"
Meadows ,airport,1713,"1990	"
Meadows ,airport,1541,"1991	"
Meadows ,airport,714,"1992	"
Meadows ,airport,699,"1993	"
Meadows ,airport,473,"1994	"
Meadows ,airport,347,"1996	"
Meadows ,airport,251,"1997	"
Meadows ,airport,239,"1998	"
Meadows ,airport,239,"1999	"
Meadows ,airport,1669,"2001	"
Meadows ,airport,2758,"2003	"
Meadows ,airport,3344,"2004	"
Meadows ,airport,4040,"2005	"
Meadows ,airport,5732,"2006	"
Meadows ,airport,5195,"2007	"
Meadows ,airport,4502,"2008	"
Binghamton Regional,airport,2161,"1988	"
Binghamton Regional,airport,2102,"1989	"
Binghamton Regional,airport,2131,"1990	"
Binghamton Regional,airport,1899,"1991	"
Binghamton Regional,airport,1495,"1992	"
Binghamton Regional,airport,1378,"1993	"
Binghamton Regional,airport,1432,"1994	"
Binghamton Regional,airport,1422,"1995	"
Binghamton Regional,airport,1378,"1996	"
Binghamton Regional,airport,1171,"1997	"
Binghamton Regional,airport,1046,"1998	"
Binghamton Regional,airport,545,"1987	"
Binghamton Regional,airport,1035,"1999	"
Binghamton Regional,airport,796,"2000	"
Binghamton Regional,airport,376,"2001	"
Binghamton Regional,airport,1184,"2003	"
Binghamton Regional,airport,1541,"2004	"
Binghamton Regional,airport,1042,"2005	"
Binghamton Regional,airport,658,"2006	"
Binghamton Regional,airport,966,"2007	"
Binghamton Regional,airport,728,"2008	"
Bangor International,airport,1095,"1998	"
Bangor International,airport,536,"1987	"
Bangor International,airport,2131,"1988	"
Bangor International,airport,2102,"1989	"
Bangor International,airport,2463,"1990	"
Bangor International,airport,2835,"1991	"
Bangor International,airport,2520,"1992	"
Bangor International,airport,2556,"1993	"
Bangor International,airport,2068,"1994	"
Bangor International,airport,1589,"1995	"
Bangor International,airport,1259,"1996	"
Bangor International,airport,1256,"1997	"
Bangor International,airport,180,"1999	"
Bangor International,airport,3708,"2001	"
Bangor International,airport,3127,"2002	"
Bangor International,airport,4077,"2003	"
Bangor International,airport,5063,"2004	"
Bangor International,airport,5280,"2005	"
Bangor International,airport,4303,"2006	"
Bangor International,airport,4091,"2007	"
Bangor International,airport,2879,"2008	"
Birmingham International,airport,4625,"1987	"
Birmingham International,airport,18585,"1988	"
Birmingham International,airport,17597,"1989	"
Birmingham International,airport,18127,"1990	"
Birmingham International,airport,16104,"1991	"
Birmingham International,airport,15745,"1992	"
Birmingham International,airport,16072,"1993	"
Birmingham International,airport,17186,"1994	"
Birmingham International,airport,18118,"1995	"
Birmingham International,airport,18849,"1996	"
Birmingham International,airport,18922,"1997	"
Birmingham International,airport,19490,"1998	"
Birmingham International,airport,20889,"1999	"
Birmingham International,airport,19875,"2000	"
Birmingham International,airport,18777,"2001	"
Birmingham International,airport,17398,"2002	"
Birmingham International,airport,19233,"2003	"
Birmingham International,airport,22985,"2004	"
Birmingham International,airport,21606,"2005	"
Birmingham International,airport,19161,"2006	"
Birmingham International,airport,23535,"2007	"
Birmingham International,airport,23679,"2008	"
Billings Logan Intl,airport,3467,"1997	"
Billings Logan Intl,airport,1775,"1987	"
Billings Logan Intl,airport,6240,"1988	"
Billings Logan Intl,airport,5264,"1989	"
Billings Logan Intl,airport,5367,"1990	"
Billings Logan Intl,airport,4922,"1991	"
Billings Logan Intl,airport,5228,"1992	"
Billings Logan Intl,airport,5059,"1993	"
Billings Logan Intl,airport,3905,"1994	"
Billings Logan Intl,airport,3701,"1995	"
Billings Logan Intl,airport,3549,"1996	"
Billings Logan Intl,airport,2878,"1998	"
Billings Logan Intl,airport,2907,"1999	"
Billings Logan Intl,airport,3026,"2000	"
Billings Logan Intl,airport,3124,"2001	"
Billings Logan Intl,airport,2881,"2002	"
Billings Logan Intl,airport,4339,"2003	"
Billings Logan Intl,airport,5605,"2004	"
Billings Logan Intl,airport,5375,"2005	"
Billings Logan Intl,airport,4692,"2006	"
Billings Logan Intl,airport,4694,"2007	"
Billings Logan Intl,airport,4505,"2008	"
Bismarck Municipal,airport,4039,"1989	"
Bismarck Municipal,airport,3864,"1990	"
Bismarck Municipal,airport,3160,"1991	"
Bismarck Municipal,airport,2846,"1992	"
Bismarck Municipal,airport,2377,"1993	"
Bismarck Municipal,airport,1402,"1994	"
Bismarck Municipal,airport,1417,"1995	"
Bismarck Municipal,airport,4113,"1988	"
Bismarck Municipal,airport,1424,"1996	"
Bismarck Municipal,airport,1429,"1997	"
Bismarck Municipal,airport,1413,"1998	"
Bismarck Municipal,airport,1421,"1999	"
Bismarck Municipal,airport,1138,"1987	"
Bismarck Municipal,airport,1422,"2000	"
Bismarck Municipal,airport,1389,"2001	"
Bismarck Municipal,airport,1427,"2002	"
Bismarck Municipal,airport,1846,"2003	"
Bismarck Municipal,airport,2445,"2004	"
Bismarck Municipal,airport,2426,"2005	"
Bismarck Municipal,airport,2364,"2006	"
Bismarck Municipal,airport,3155,"2007	"
Bismarck Municipal,airport,2293,"2008	"
Bemidji-Beltrami County,airport,128,"2007	"
Bemidji-Beltrami County,airport,74,"2008	"
Bellingham Intl,airport,588,"2007	"
Bellingham Intl,airport,252,"1987	"
Bellingham Intl,airport,1045,"1988	"
Bellingham Intl,airport,1605,"1989	"
Bellingham Intl,airport,1903,"1990	"
Bellingham Intl,airport,1015,"1991	"
Bellingham Intl,airport,186,"1992	"
Bellingham Intl,airport,409,"2006	"
Bellingham Intl,airport,120,"2008	"
Central Illinois Regional,airport,901,"2002	"
Central Illinois Regional,airport,1954,"2003	"
Central Illinois Regional,airport,2737,"2004	"
Central Illinois Regional,airport,2521,"2005	"
Central Illinois Regional,airport,4535,"2006	"
Central Illinois Regional,airport,4219,"2007	"
Central Illinois Regional,airport,4801,"2008	"
Central Illinois Regional,airport,1434,"2001	"
Nashville International,airport,50339,"1994	"
Nashville International,airport,13398,"1987	"
Nashville International,airport,55696,"1988	"
Nashville International,airport,58219,"1989	"
Nashville International,airport,53761,"1990	"
Nashville International,airport,61555,"1991	"
Nashville International,airport,64146,"1992	"
Nashville International,airport,57820,"1993	"
Nashville International,airport,43382,"1995	"
Nashville International,airport,44370,"1996	"
Nashville International,airport,48720,"1997	"
Nashville International,airport,51217,"1998	"
Nashville International,airport,54544,"1999	"
Nashville International,airport,57676,"2000	"
Nashville International,airport,56294,"2001	"
Nashville International,airport,49883,"2002	"
Nashville International,airport,55585,"2003	"
Nashville International,airport,60255,"2004	"
Nashville International,airport,59100,"2005	"
Nashville International,airport,60554,"2006	"
Nashville International,airport,61070,"2007	"
Nashville International,airport,57539,"2008	"
Boise Air Terminal,airport,11504,"1999	"
Boise Air Terminal,airport,1495,"1987	"
Boise Air Terminal,airport,6623,"1988	"
Boise Air Terminal,airport,6707,"1989	"
Boise Air Terminal,airport,6454,"1990	"
Boise Air Terminal,airport,5911,"1991	"
Boise Air Terminal,airport,6128,"1992	"
Boise Air Terminal,airport,5404,"1993	"
Boise Air Terminal,airport,6141,"1994	"
Boise Air Terminal,airport,10174,"1995	"
Boise Air Terminal,airport,12114,"1996	"
Boise Air Terminal,airport,11922,"1997	"
Boise Air Terminal,airport,11657,"1998	"
Boise Air Terminal,airport,12567,"2000	"
Boise Air Terminal,airport,12076,"2001	"
Boise Air Terminal,airport,10982,"2002	"
Boise Air Terminal,airport,15038,"2003	"
Boise Air Terminal,airport,15686,"2004	"
Boise Air Terminal,airport,16785,"2005	"
Boise Air Terminal,airport,17114,"2006	"
Boise Air Terminal,airport,18106,"2007	"
Boise Air Terminal,airport,17024,"2008	"
Gen Edw L Logan Intl,airport,99921,"1988	"
Gen Edw L Logan Intl,airport,91600,"1989	"
Gen Edw L Logan Intl,airport,94092,"1990	"
Gen Edw L Logan Intl,airport,25250,"1987	"
Gen Edw L Logan Intl,airport,91360,"1991	"
Gen Edw L Logan Intl,airport,93521,"1992	"
Gen Edw L Logan Intl,airport,95331,"1993	"
Gen Edw L Logan Intl,airport,100365,"1994	"
Gen Edw L Logan Intl,airport,92852,"1995	"
Gen Edw L Logan Intl,airport,93213,"1996	"
Gen Edw L Logan Intl,airport,98268,"1997	"
Gen Edw L Logan Intl,airport,98415,"1998	"
Gen Edw L Logan Intl,airport,107790,"1999	"
Gen Edw L Logan Intl,airport,113056,"2000	"
Gen Edw L Logan Intl,airport,133013,"2001	"
Gen Edw L Logan Intl,airport,109820,"2002	"
Gen Edw L Logan Intl,airport,115460,"2003	"
Gen Edw L Logan Intl,airport,132339,"2004	"
Gen Edw L Logan Intl,airport,128006,"2005	"
Gen Edw L Logan Intl,airport,131050,"2006	"
Gen Edw L Logan Intl,airport,128320,"2007	"
Gen Edw L Logan Intl,airport,117915,"2008	"
Southeast Texas Regional,airport,1728,"2001	"
Southeast Texas Regional,airport,384,"2002	"
Southeast Texas Regional,airport,1601,"2003	"
Southeast Texas Regional,airport,2484,"2004	"
Southeast Texas Regional,airport,1248,"2005	"
Southeast Texas Regional,airport,367,"2006	"
Southeast Texas Regional,airport,364,"2007	"
Southeast Texas Regional,airport,276,"2008	"
Glynco Jetport,airport,1000,"2006	"
Glynco Jetport,airport,1423,"2003	"
Glynco Jetport,airport,1303,"2004	"
Glynco Jetport,airport,1290,"2005	"
Glynco Jetport,airport,993,"2007	"
Glynco Jetport,airport,925,"2008	"
Rafael Hernandez,airport,644,"1993	"
Rafael Hernandez,airport,13,"1991	"
Rafael Hernandez,airport,691,"1994	"
Rafael Hernandez,airport,734,"1995	"
Rafael Hernandez,airport,247,"1996	"
Rafael Hernandez,airport,17,"2000	"
Rafael Hernandez,airport,259,"2001	"
Rafael Hernandez,airport,246,"2002	"
Rafael Hernandez,airport,294,"2003	"
Rafael Hernandez,airport,561,"2004	"
Rafael Hernandez,airport,790,"2005	"
Rafael Hernandez,airport,1254,"2006	"
Rafael Hernandez,airport,1370,"2007	"
Rafael Hernandez,airport,1519,"2008	"
Brownsville/S.Padre Island International,airport,1105,"1994	"
Brownsville/S.Padre Island International,airport,202,"1993	"
Brownsville/S.Padre Island International,airport,687,"1995	"
Brownsville/S.Padre Island International,airport,600,"1996	"
Brownsville/S.Padre Island International,airport,472,"1997	"
Brownsville/S.Padre Island International,airport,362,"1998	"
