name,type,value,date
Alaska Airlines Inc.,airport,159404,"2006	"
Alaska Airlines Inc.,airport,160185,"2007	"
Alaska Airlines Inc.,airport,151102,"2008	"
JetBlue Airways,airport,67184,"2003	"
JetBlue Airways,airport,89834,"2004	"
JetBlue Airways,airport,111050,"2005	"
JetBlue Airways,airport,155732,"2006	"
JetBlue Airways,airport,191450,"2007	"
JetBlue Airways,airport,196091,"2008	"
Continental Air Lines Inc.,airport,434425,"1995	"
Continental Air Lines Inc.,airport,123002,"1987	"
Continental Air Lines Inc.,airport,457031,"1988	"
Continental Air Lines Inc.,airport,410322,"1989	"
Continental Air Lines Inc.,airport,427570,"1990	"
Continental Air Lines Inc.,airport,424734,"1991	"
Continental Air Lines Inc.,airport,421974,"1992	"
Continental Air Lines Inc.,airport,419560,"1993	"
Continental Air Lines Inc.,airport,484834,"1994	"
Continental Air Lines Inc.,airport,414410,"1996	"
Continental Air Lines Inc.,airport,403349,"1997	"
Continental Air Lines Inc.,airport,399273,"1998	"
Continental Air Lines Inc.,airport,400014,"1999	"
Continental Air Lines Inc.,airport,393036,"2000	"
Continental Air Lines Inc.,airport,377281,"2001	"
Continental Air Lines Inc.,airport,325246,"2002	"
Continental Air Lines Inc.,airport,302742,"2003	"
Continental Air Lines Inc.,airport,299329,"2004	"
Continental Air Lines Inc.,airport,296661,"2005	"
Continental Air Lines Inc.,airport,309389,"2006	"
Continental Air Lines Inc.,airport,323151,"2007	"
Continental Air Lines Inc.,airport,298455,"2008	"
Independence Air,airport,291600,"2003	"
Independence Air,airport,136492,"2005	"
Independence Air,airport,264955,"2004	"
Delta Air Lines Inc.,airport,888306,"1996	"
Delta Air Lines Inc.,airport,185813,"1987	"
Delta Air Lines Inc.,airport,753983,"1988	"
Delta Air Lines Inc.,airport,783320,"1989	"
Delta Air Lines Inc.,airport,824062,"1990	"
Delta Air Lines Inc.,airport,874791,"1991	"
Delta Air Lines Inc.,airport,916593,"1992	"
Delta Air Lines Inc.,airport,898896,"1993	"
Delta Air Lines Inc.,airport,874526,"1994	"
Delta Air Lines Inc.,airport,884019,"1995	"
Delta Air Lines Inc.,airport,921850,"1997	"
Delta Air Lines Inc.,airport,915095,"1998	"
Delta Air Lines Inc.,airport,914130,"1999	"
Delta Air Lines Inc.,airport,908029,"2000	"
Delta Air Lines Inc.,airport,835236,"2001	"
Delta Air Lines Inc.,airport,728758,"2002	"
Delta Air Lines Inc.,airport,660617,"2003	"
Delta Air Lines Inc.,airport,687638,"2004	"
Delta Air Lines Inc.,airport,658302,"2005	"
Delta Air Lines Inc.,airport,506086,"2006	"
Delta Air Lines Inc.,airport,475889,"2007	"
Delta Air Lines Inc.,airport,451931,"2008	"
Eastern Air Lines Inc.,airport,108776,"1987	"
Eastern Air Lines Inc.,airport,389292,"1988	"
Eastern Air Lines Inc.,airport,169704,"1989	"
Eastern Air Lines Inc.,airport,252013,"1990	"
Atlantic Southeast Airlines,airport,278861,"2004	"
Atlantic Southeast Airlines,airport,273712,"2003	"
Atlantic Southeast Airlines,airport,304647,"2005	"
Atlantic Southeast Airlines,airport,273143,"2006	"
Atlantic Southeast Airlines,airport,286234,"2007	"
Atlantic Southeast Airlines,airport,280575,"2008	"
Frontier Airlines Inc.,airport,53255,"2005	"
Frontier Airlines Inc.,airport,90181,"2006	"
Frontier Airlines Inc.,airport,97760,"2007	"
Frontier Airlines Inc.,airport,95762,"2008	"
AirTran Airways Corporation,airport,162558,"2004	"
AirTran Airways Corporation,airport,144700,"2003	"
AirTran Airways Corporation,airport,195392,"2005	"
AirTran Airways Corporation,airport,237645,"2006	"
AirTran Airways Corporation,airport,263159,"2007	"
AirTran Airways Corporation,airport,261684,"2008	"
Hawaiian Airlines Inc.,airport,7831,"2003	"
Hawaiian Airlines Inc.,airport,48077,"2004	"
Hawaiian Airlines Inc.,airport,48183,"2005	"
Hawaiian Airlines Inc.,airport,52173,"2006	"
Hawaiian Airlines Inc.,airport,56175,"2007	"
Hawaiian Airlines Inc.,airport,61826,"2008	"
America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),airport,195939,"2004	"
America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),airport,197853,"2005	"
America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),airport,189519,"2003	"
America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),airport,196111,"2002	"
America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),airport,209979,"2001	"
America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),airport,219160,"2000	"
America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),airport,209496,"1999	"
America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),airport,203071,"1998	"
America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),airport,206304,"1997	"
America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),airport,203001,"1996	"
America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),airport,194508,"1995	"
America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),airport,177851,"1994	"
America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),airport,176756,"1993	"
America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),airport,199066,"1992	"
America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),airport,219896,"1991	"
America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),airport,216314,"1990	"
America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),airport,195588,"1989	"
America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),airport,180871,"1988	"
America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),airport,45399,"1987	"
Midway Airlines Inc. (1),airport,70622,"1991	"
American Eagle Airlines Inc.,airport,483088,"2004	"
American Eagle Airlines Inc.,airport,490693,"2008	"
American Eagle Airlines Inc.,airport,489418,"2001	"
American Eagle Airlines Inc.,airport,532032,"2005	"
American Eagle Airlines Inc.,airport,550088,"2006	"
American Eagle Airlines Inc.,airport,540494,"2007	"
American Eagle Airlines Inc.,airport,439984,"2002	"
American Eagle Airlines Inc.,airport,429098,"2003	"
Northwest Airlines Inc.,airport,507286,"2004	"
Northwest Airlines Inc.,airport,474831,"1993	"
Northwest Airlines Inc.,airport,482798,"1994	"
Northwest Airlines Inc.,airport,521693,"1995	"
Northwest Airlines Inc.,airport,543041,"1996	"
Northwest Airlines Inc.,airport,537152,"1997	"
Northwest Airlines Inc.,airport,474931,"1992	"
Northwest Airlines Inc.,airport,460230,"1991	"
Northwest Airlines Inc.,airport,461745,"1990	"
Northwest Airlines Inc.,airport,451752,"1989	"
Northwest Airlines Inc.,airport,431440,"1988	"
Northwest Airlines Inc.,airport,108273,"1987	"
Northwest Airlines Inc.,airport,527512,"1998	"
Northwest Airlines Inc.,airport,537180,"1999	"
Northwest Airlines Inc.,airport,551337,"2000	"
Northwest Airlines Inc.,airport,533045,"2001	"
Northwest Airlines Inc.,airport,513331,"2002	"
Northwest Airlines Inc.,airport,499160,"2003	"
Northwest Airlines Inc.,airport,480832,"2005	"
Northwest Airlines Inc.,airport,432880,"2006	"
Northwest Airlines Inc.,airport,414526,"2007	"
Northwest Airlines Inc.,airport,347652,"2008	"
Comair Inc.,airport,373346,"2004	"
Comair Inc.,airport,278099,"2006	"
Comair Inc.,airport,233787,"2007	"
Comair Inc.,airport,197607,"2008	"
Comair Inc.,airport,381337,"2005	"
Skywest Airlines Inc.,airport,567159,"2008	"
Skywest Airlines Inc.,airport,396801,"2003	"
Skywest Airlines Inc.,airport,463448,"2004	"
Skywest Airlines Inc.,airport,517454,"2005	"
Skywest Airlines Inc.,airport,548109,"2006	"
Skywest Airlines Inc.,airport,597882,"2007	"
Pan American World Airways (1),airport,16785,"1987	"
Pan American World Airways (1),airport,72264,"1988	"
Pan American World Airways (1),airport,79333,"1989	"
Pan American World Airways (1),airport,83056,"1990	"
Pan American World Airways (1),airport,64729,"1991	"
Piedmont Aviation Inc.,airport,116482,"1987	"
Piedmont Aviation Inc.,airport,470957,"1988	"
Piedmont Aviation Inc.,airport,286518,"1989	"
Pacific Southwest Airlines,airport,41706,"1987	"
Pacific Southwest Airlines,airport,41911,"1988	"
Trans World Airways LLC,airport,246449,"1992	"
Trans World Airways LLC,airport,69650,"1987	"
Trans World Airways LLC,airport,275819,"1988	"
Trans World Airways LLC,airport,276471,"1989	"
Trans World Airways LLC,airport,264182,"1990	"
Trans World Airways LLC,airport,231769,"1991	"
Trans World Airways LLC,airport,244782,"1993	"
Trans World Airways LLC,airport,258205,"1994	"
Trans World Airways LLC,airport,272452,"1995	"
Trans World Airways LLC,airport,282176,"1996	"
Trans World Airways LLC,airport,274037,"1997	"
Trans World Airways LLC,airport,274073,"1998	"
Trans World Airways LLC,airport,275830,"1999	"
Trans World Airways LLC,airport,267131,"2000	"
Trans World Airways LLC,airport,244721,"2001	"
ATA Airlines d/b/a ATA,airport,69176,"2003	"
ATA Airlines d/b/a ATA,airport,19602,"2006	"
ATA Airlines d/b/a ATA,airport,75533,"2004	"
ATA Airlines d/b/a ATA,airport,44109,"2005	"
United Air Lines Inc.,airport,490002,"2007	"
United Air Lines Inc.,airport,152624,"1987	"
United Air Lines Inc.,airport,587144,"1988	"
United Air Lines Inc.,airport,574674,"1989	"
United Air Lines Inc.,airport,606713,"1990	"
United Air Lines Inc.,airport,630093,"1991	"
United Air Lines Inc.,airport,639349,"1992	"
United Air Lines Inc.,airport,649086,"1993	"
United Air Lines Inc.,airport,638750,"1994	"
United Air Lines Inc.,airport,724807,"1995	"
United Air Lines Inc.,airport,735266,"1996	"
United Air Lines Inc.,airport,743847,"1997	"
United Air Lines Inc.,airport,748459,"1998	"
United Air Lines Inc.,airport,774370,"1999	"
United Air Lines Inc.,airport,776559,"2000	"
United Air Lines Inc.,airport,704977,"2001	"
United Air Lines Inc.,airport,587887,"2002	"
United Air Lines Inc.,airport,543957,"2003	"
United Air Lines Inc.,airport,555812,"2004	"
United Air Lines Inc.,airport,485918,"2005	"
United Air Lines Inc.,airport,500008,"2006	"
United Air Lines Inc.,airport,449515,"2008	"
US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),airport,94814,"1987	"
US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),airport,494383,"1988	"
US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),airport,712342,"1989	"
US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),airport,1002485,"1990	"
US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),airport,907184,"1991	"
US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),airport,886305,"1992	"
US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),airport,833131,"1993	"
US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),airport,857906,"1994	"
US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),airport,778835,"1995	"
US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),airport,728534,"1996	"
US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),airport,718751,"1997	"
US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),airport,696030,"1998	"
US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),airport,714430,"1999	"
US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),airport,748624,"2000	"
US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),airport,688748,"2001	"
US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),airport,511664,"2002	"
US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),airport,411956,"2003	"
US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),airport,419919,"2004	"
US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),airport,425609,"2005	"
US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),airport,504844,"2006	"
US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),airport,485447,"2007	"
US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),airport,453589,"2008	"
Southwest Airlines Co.,airport,956745,"2002	"
Southwest Airlines Co.,airport,958566,"2003	"
Southwest Airlines Co.,airport,990404,"2004	"
Southwest Airlines Co.,airport,1036034,"2005	"
Southwest Airlines Co.,airport,1099321,"2006	"
Southwest Airlines Co.,airport,1168871,"2007	"
Southwest Airlines Co.,airport,1201754,"2008	"
Southwest Airlines Co.,airport,61975,"1987	"
Southwest Airlines Co.,airport,262422,"1988	"
Southwest Airlines Co.,airport,288802,"1989	"
Southwest Airlines Co.,airport,322759,"1990	"
Southwest Airlines Co.,airport,368734,"1991	"
Southwest Airlines Co.,airport,422912,"1992	"
Southwest Airlines Co.,airport,488332,"1993	"
Southwest Airlines Co.,airport,565426,"1994	"
Southwest Airlines Co.,airport,693101,"1995	"
Southwest Airlines Co.,airport,757419,"1996	"
Southwest Airlines Co.,airport,794849,"1997	"
Southwest Airlines Co.,airport,815069,"1998	"
Southwest Airlines Co.,airport,853683,"1999	"
Southwest Airlines Co.,airport,911699,"2000	"
Southwest Airlines Co.,airport,957145,"2001	"
Expressjet Airlines Inc.,airport,374510,"2008	"
Expressjet Airlines Inc.,airport,434773,"2007	"
Expressjet Airlines Inc.,airport,441470,"2006	"
Expressjet Airlines Inc.,airport,403767,"2005	"
Expressjet Airlines Inc.,airport,367703,"2004	"
Expressjet Airlines Inc.,airport,328086,"2003	"
Mesa Airlines Inc.,airport,304764,"2006	"
Mesa Airlines Inc.,airport,254930,"2008	"
Mesa Airlines Inc.,airport,294362,"2007	"
