name,type,value,date
Pinnacle Airlines Inc.,airport,20813,"2007-11	"
Pinnacle Airlines Inc.,airport,21888,"2007-12	"
Pinnacle Airlines Inc.,airport,22848,"2008-01	"
Pinnacle Airlines Inc.,airport,21008,"2008-02	"
Pinnacle Airlines Inc.,airport,22534,"2008-03	"
Pinnacle Airlines Inc.,airport,21969,"2008-04	"
Pinnacle Airlines Inc.,airport,22212,"2008-05	"
Pinnacle Airlines Inc.,airport,21506,"2008-06	"
Pinnacle Airlines Inc.,airport,21768,"2008-07	"
Pinnacle Airlines Inc.,airport,21456,"2008-08	"
Pinnacle Airlines Inc.,airport,20854,"2008-09	"
Pinnacle Airlines Inc.,airport,22216,"2008-10	"
Pinnacle Airlines Inc.,airport,21371,"2008-11	"
Pinnacle Airlines Inc.,airport,22298,"2007-03	"
Pinnacle Airlines Inc.,airport,22466,"2008-12	"
Pinnacle Airlines Inc.,airport,21214,"2007-04	"
Pinnacle Airlines Inc.,airport,21295,"2007-05	"
Pinnacle Airlines Inc.,airport,21816,"2007-06	"
Pinnacle Airlines Inc.,airport,22190,"2007-07	"
Pinnacle Airlines Inc.,airport,22840,"2007-08	"
Pinnacle Airlines Inc.,airport,19907,"2007-02	"
Pinnacle Airlines Inc.,airport,21238,"2007-09	"
Pinnacle Airlines Inc.,airport,22290,"2007-10	"
Pinnacle Airlines Inc.,airport,21062,"2007-01	"
American Airlines Inc.,airport,53280,"1998-11	"
American Airlines Inc.,airport,56091,"1987-10	"
American Airlines Inc.,airport,53200,"1987-11	"
American Airlines Inc.,airport,55830,"1987-12	"
American Airlines Inc.,airport,56280,"1988-01	"
American Airlines Inc.,airport,52750,"1988-02	"
American Airlines Inc.,airport,56976,"1988-03	"
American Airlines Inc.,airport,56115,"1988-04	"
American Airlines Inc.,airport,57536,"1988-05	"
American Airlines Inc.,airport,56220,"1988-06	"
American Airlines Inc.,airport,58675,"1988-07	"
American Airlines Inc.,airport,59295,"1988-08	"
American Airlines Inc.,airport,57553,"1988-09	"
American Airlines Inc.,airport,61568,"1988-10	"
American Airlines Inc.,airport,59230,"1988-11	"
American Airlines Inc.,airport,62559,"1988-12	"
American Airlines Inc.,airport,62963,"1989-01	"
American Airlines Inc.,airport,56513,"1989-02	"
American Airlines Inc.,airport,62512,"1989-03	"
American Airlines Inc.,airport,61022,"1989-04	"
American Airlines Inc.,airport,62376,"1989-05	"
American Airlines Inc.,airport,60749,"1989-06	"
American Airlines Inc.,airport,60299,"1989-07	"
American Airlines Inc.,airport,59563,"1989-08	"
American Airlines Inc.,airport,58650,"1989-09	"
American Airlines Inc.,airport,60553,"1989-10	"
American Airlines Inc.,airport,57685,"1989-11	"
American Airlines Inc.,airport,60367,"1989-12	"
American Airlines Inc.,airport,61681,"1990-01	"
American Airlines Inc.,airport,53811,"1990-02	"
American Airlines Inc.,airport,59616,"1990-03	"
American Airlines Inc.,airport,58448,"1990-04	"
American Airlines Inc.,airport,61071,"1990-05	"
American Airlines Inc.,airport,58806,"1990-06	"
American Airlines Inc.,airport,60747,"1990-07	"
American Airlines Inc.,airport,60849,"1990-08	"
American Airlines Inc.,airport,58939,"1990-09	"
American Airlines Inc.,airport,61194,"1990-10	"
American Airlines Inc.,airport,57791,"1990-11	"
American Airlines Inc.,airport,59107,"1990-12	"
American Airlines Inc.,airport,56448,"1991-01	"
American Airlines Inc.,airport,49905,"1991-02	"
American Airlines Inc.,airport,58460,"1991-03	"
American Airlines Inc.,airport,58634,"1991-04	"
American Airlines Inc.,airport,61889,"1991-05	"
American Airlines Inc.,airport,61687,"1991-06	"
American Airlines Inc.,airport,63597,"1991-07	"
American Airlines Inc.,airport,63858,"1991-08	"
American Airlines Inc.,airport,61403,"1991-09	"
American Airlines Inc.,airport,63811,"1991-10	"
American Airlines Inc.,airport,60466,"1991-11	"
American Airlines Inc.,airport,65033,"1991-12	"
American Airlines Inc.,airport,65069,"1992-01	"
American Airlines Inc.,airport,59845,"1992-02	"
American Airlines Inc.,airport,64025,"1992-03	"
American Airlines Inc.,airport,63387,"1992-04	"
American Airlines Inc.,airport,65667,"1992-05	"
American Airlines Inc.,airport,64554,"1992-06	"
American Airlines Inc.,airport,66517,"1992-07	"
American Airlines Inc.,airport,67724,"1992-08	"
American Airlines Inc.,airport,65739,"1992-09	"
American Airlines Inc.,airport,68129,"1992-10	"
American Airlines Inc.,airport,64029,"1992-11	"
American Airlines Inc.,airport,67686,"1992-12	"
American Airlines Inc.,airport,67125,"1993-01	"
American Airlines Inc.,airport,61307,"1993-02	"
American Airlines Inc.,airport,68863,"1993-03	"
American Airlines Inc.,airport,66602,"1993-04	"
American Airlines Inc.,airport,69074,"1993-05	"
American Airlines Inc.,airport,66844,"1993-06	"
American Airlines Inc.,airport,66765,"1993-07	"
American Airlines Inc.,airport,66895,"1993-08	"
American Airlines Inc.,airport,63622,"1993-09	"
American Airlines Inc.,airport,64781,"1993-10	"
American Airlines Inc.,airport,61089,"1993-11	"
American Airlines Inc.,airport,63729,"1993-12	"
American Airlines Inc.,airport,61458,"1994-01	"
American Airlines Inc.,airport,55344,"1994-02	"
American Airlines Inc.,airport,62110,"1994-03	"
American Airlines Inc.,airport,60028,"1994-04	"
American Airlines Inc.,airport,61707,"1994-05	"
American Airlines Inc.,airport,59387,"1994-06	"
American Airlines Inc.,airport,61812,"1994-07	"
American Airlines Inc.,airport,62441,"1994-08	"
American Airlines Inc.,airport,59387,"1994-09	"
American Airlines Inc.,airport,60981,"1994-10	"
American Airlines Inc.,airport,57597,"1994-11	"
American Airlines Inc.,airport,60025,"1994-12	"
American Airlines Inc.,airport,61741,"1995-01	"
American Airlines Inc.,airport,55228,"1995-02	"
American Airlines Inc.,airport,60504,"1995-03	"
American Airlines Inc.,airport,57768,"1995-04	"
American Airlines Inc.,airport,58040,"1995-05	"
American Airlines Inc.,airport,56018,"1995-06	"
American Airlines Inc.,airport,58067,"1995-07	"
American Airlines Inc.,airport,58688,"1995-08	"
American Airlines Inc.,airport,55205,"1995-09	"
American Airlines Inc.,airport,57322,"1995-10	"
American Airlines Inc.,airport,54021,"1995-11	"
American Airlines Inc.,airport,55869,"1995-12	"
American Airlines Inc.,airport,55739,"1996-01	"
American Airlines Inc.,airport,51560,"1996-02	"
American Airlines Inc.,airport,55817,"1996-03	"
American Airlines Inc.,airport,53979,"1996-04	"
American Airlines Inc.,airport,55096,"1996-05	"
American Airlines Inc.,airport,54082,"1996-06	"
American Airlines Inc.,airport,56151,"1996-07	"
American Airlines Inc.,airport,56833,"1996-08	"
American Airlines Inc.,airport,52389,"1996-09	"
American Airlines Inc.,airport,54834,"1996-10	"
American Airlines Inc.,airport,52665,"1996-11	"
American Airlines Inc.,airport,56394,"1996-12	"
American Airlines Inc.,airport,57254,"1997-01	"
American Airlines Inc.,airport,50977,"1997-02	"
American Airlines Inc.,airport,56631,"1997-03	"
American Airlines Inc.,airport,55188,"1997-04	"
American Airlines Inc.,airport,56489,"1997-05	"
American Airlines Inc.,airport,55109,"1997-06	"
American Airlines Inc.,airport,56908,"1997-07	"
American Airlines Inc.,airport,57075,"1997-08	"
American Airlines Inc.,airport,54140,"1997-09	"
American Airlines Inc.,airport,55995,"1997-10	"
American Airlines Inc.,airport,52923,"1997-11	"
American Airlines Inc.,airport,55265,"1997-12	"
American Airlines Inc.,airport,55773,"1998-01	"
American Airlines Inc.,airport,50294,"1998-02	"
American Airlines Inc.,airport,55784,"1998-03	"
American Airlines Inc.,airport,53599,"1998-04	"
American Airlines Inc.,airport,54495,"1998-05	"
American Airlines Inc.,airport,53726,"1998-06	"
American Airlines Inc.,airport,55836,"1998-07	"
American Airlines Inc.,airport,56149,"1998-08	"
American Airlines Inc.,airport,54014,"1998-09	"
American Airlines Inc.,airport,56047,"1998-10	"
American Airlines Inc.,airport,54922,"1998-12	"
American Airlines Inc.,airport,55920,"1999-01	"
American Airlines Inc.,airport,50834,"1999-02	"
American Airlines Inc.,airport,56585,"1999-03	"
American Airlines Inc.,airport,54656,"1999-04	"
American Airlines Inc.,airport,56761,"1999-05	"
American Airlines Inc.,airport,56225,"1999-06	"
American Airlines Inc.,airport,58137,"1999-07	"
American Airlines Inc.,airport,58847,"1999-08	"
American Airlines Inc.,airport,60684,"1999-09	"
American Airlines Inc.,airport,62652,"1999-10	"
American Airlines Inc.,airport,60214,"1999-11	"
American Airlines Inc.,airport,61138,"1999-12	"
American Airlines Inc.,airport,61666,"2000-01	"
American Airlines Inc.,airport,58072,"2000-02	"
American Airlines Inc.,airport,62759,"2000-03	"
American Airlines Inc.,airport,60276,"2000-04	"
American Airlines Inc.,airport,62081,"2000-05	"
American Airlines Inc.,airport,61093,"2000-06	"
American Airlines Inc.,airport,63158,"2000-07	"
American Airlines Inc.,airport,63959,"2000-08	"
American Airlines Inc.,airport,60667,"2000-09	"
American Airlines Inc.,airport,63381,"2000-10	"
American Airlines Inc.,airport,61194,"2000-11	"
American Airlines Inc.,airport,63959,"2000-12	"
American Airlines Inc.,airport,64641,"2001-01	"
American Airlines Inc.,airport,57915,"2001-02	"
American Airlines Inc.,airport,64627,"2001-03	"
American Airlines Inc.,airport,62332,"2001-04	"
American Airlines Inc.,airport,64075,"2001-05	"
American Airlines Inc.,airport,62691,"2001-06	"
American Airlines Inc.,airport,65232,"2001-07	"
American Airlines Inc.,airport,65542,"2001-08	"
American Airlines Inc.,airport,55846,"2001-09	"
American Airlines Inc.,airport,51963,"2001-10	"
American Airlines Inc.,airport,50000,"2001-11	"
American Airlines Inc.,airport,52121,"2001-12	"
American Airlines Inc.,airport,70210,"2002-01	"
American Airlines Inc.,airport,63455,"2002-02	"
American Airlines Inc.,airport,72289,"2002-03	"
American Airlines Inc.,airport,71915,"2002-04	"
American Airlines Inc.,airport,74236,"2002-05	"
American Airlines Inc.,airport,72926,"2002-06	"
American Airlines Inc.,airport,76661,"2002-07	"
American Airlines Inc.,airport,75166,"2002-08	"
American Airlines Inc.,airport,69156,"2002-09	"
American Airlines Inc.,airport,71803,"2002-10	"
American Airlines Inc.,airport,66162,"2002-11	"
American Airlines Inc.,airport,68460,"2002-12	"
American Airlines Inc.,airport,66788,"2003-01	"
American Airlines Inc.,airport,59308,"2003-02	"
American Airlines Inc.,airport,65740,"2003-03	"
American Airlines Inc.,airport,62977,"2003-04	"
American Airlines Inc.,airport,62721,"2003-05	"
American Airlines Inc.,airport,62278,"2003-06	"
American Airlines Inc.,airport,65400,"2003-07	"
American Airlines Inc.,airport,65247,"2003-08	"
American Airlines Inc.,airport,61075,"2003-09	"
American Airlines Inc.,airport,63290,"2003-10	"
American Airlines Inc.,airport,56945,"2003-11	"
American Airlines Inc.,airport,60472,"2003-12	"
American Airlines Inc.,airport,60893,"2004-01	"
American Airlines Inc.,airport,57000,"2004-02	"
American Airlines Inc.,airport,61062,"2004-03	"
American Airlines Inc.,airport,58537,"2004-04	"
American Airlines Inc.,airport,59011,"2004-05	"
American Airlines Inc.,airport,58312,"2004-06	"
American Airlines Inc.,airport,59511,"2004-07	"
American Airlines Inc.,airport,59954,"2004-08	"
American Airlines Inc.,airport,54263,"2004-09	"
American Airlines Inc.,airport,56526,"2004-10	"
American Airlines Inc.,airport,55140,"2004-11	"
American Airlines Inc.,airport,58339,"2004-12	"
American Airlines Inc.,airport,57700,"2005-01	"
American Airlines Inc.,airport,52197,"2005-02	"
American Airlines Inc.,airport,58466,"2005-03	"
American Airlines Inc.,airport,55773,"2005-04	"
American Airlines Inc.,airport,57228,"2005-05	"
American Airlines Inc.,airport,57142,"2005-06	"
American Airlines Inc.,airport,59726,"2005-07	"
American Airlines Inc.,airport,58955,"2005-08	"
American Airlines Inc.,airport,53453,"2005-09	"
American Airlines Inc.,airport,54507,"2005-10	"
American Airlines Inc.,airport,53461,"2005-11	"
American Airlines Inc.,airport,54961,"2005-12	"
American Airlines Inc.,airport,54607,"2006-01	"
American Airlines Inc.,airport,49934,"2006-02	"
American Airlines Inc.,airport,55904,"2006-03	"
American Airlines Inc.,airport,53496,"2006-04	"
American Airlines Inc.,airport,55304,"2006-05	"
American Airlines Inc.,airport,53595,"2006-06	"
American Airlines Inc.,airport,54842,"2006-07	"
American Airlines Inc.,airport,55351,"2006-08	"
American Airlines Inc.,airport,51661,"2006-09	"
American Airlines Inc.,airport,53342,"2006-10	"
American Airlines Inc.,airport,51390,"2006-11	"
American Airlines Inc.,airport,54171,"2006-12	"
American Airlines Inc.,airport,55124,"2007-01	"
American Airlines Inc.,airport,49503,"2007-02	"
American Airlines Inc.,airport,55040,"2007-03	"
American Airlines Inc.,airport,52186,"2007-04	"
American Airlines Inc.,airport,53754,"2007-05	"
American Airlines Inc.,airport,52070,"2007-06	"
American Airlines Inc.,airport,53837,"2007-07	"
American Airlines Inc.,airport,53800,"2007-08	"
American Airlines Inc.,airport,51266,"2007-09	"
American Airlines Inc.,airport,53472,"2007-10	"
American Airlines Inc.,airport,51229,"2007-11	"
American Airlines Inc.,airport,52576,"2007-12	"
American Airlines Inc.,airport,52410,"2008-01	"
American Airlines Inc.,airport,48618,"2008-02	"
American Airlines Inc.,airport,52021,"2008-03	"
American Airlines Inc.,airport,51470,"2008-04	"
American Airlines Inc.,airport,53250,"2008-05	"
American Airlines Inc.,airport,50842,"2008-06	"
American Airlines Inc.,airport,52924,"2008-07	"
American Airlines Inc.,airport,53186,"2008-08	"
American Airlines Inc.,airport,48215,"2008-09	"
American Airlines Inc.,airport,49788,"2008-10	"
American Airlines Inc.,airport,44832,"2008-11	"
American Airlines Inc.,airport,47329,"2008-12	"
Aloha Airlines Inc.,airport,5396,"2000-11	"
Aloha Airlines Inc.,airport,5640,"2000-12	"
Aloha Airlines Inc.,airport,5404,"2001-01	"
Aloha Airlines Inc.,airport,4896,"2001-02	"
Aloha Airlines Inc.,airport,5487,"2001-03	"
Aloha Airlines Inc.,airport,5344,"2001-04	"
Aloha Airlines Inc.,airport,5635,"2001-05	"
Aloha Airlines Inc.,airport,5782,"2001-06	"
Aloha Airlines Inc.,airport,6034,"2001-07	"
Aloha Airlines Inc.,airport,5912,"2001-08	"
Aloha Airlines Inc.,airport,5082,"2001-09	"
Aloha Airlines Inc.,airport,4222,"2001-10	"
Aloha Airlines Inc.,airport,3530,"2006-04	"
Aloha Airlines Inc.,airport,3653,"2006-05	"
Aloha Airlines Inc.,airport,3868,"2006-06	"
Aloha Airlines Inc.,airport,4607,"2006-07	"
Aloha Airlines Inc.,airport,4345,"2006-08	"
Aloha Airlines Inc.,airport,3784,"2006-09	"
Aloha Airlines Inc.,airport,3885,"2006-10	"
Aloha Airlines Inc.,airport,3782,"2006-11	"
Aloha Airlines Inc.,airport,3933,"2006-12	"
Aloha Airlines Inc.,airport,3875,"2007-01	"
Aloha Airlines Inc.,airport,3517,"2007-02	"
Aloha Airlines Inc.,airport,3980,"2007-03	"
Aloha Airlines Inc.,airport,3882,"2007-04	"
Aloha Airlines Inc.,airport,3819,"2007-05	"
Aloha Airlines Inc.,airport,3900,"2007-06	"
Aloha Airlines Inc.,airport,3921,"2007-07	"
Aloha Airlines Inc.,airport,4069,"2007-08	"
Aloha Airlines Inc.,airport,3723,"2007-09	"
Aloha Airlines Inc.,airport,3763,"2007-10	"
Aloha Airlines Inc.,airport,3884,"2007-11	"
Aloha Airlines Inc.,airport,4027,"2007-12	"
Aloha Airlines Inc.,airport,4028,"2008-01	"
Aloha Airlines Inc.,airport,3772,"2008-02	"
Alaska Airlines Inc.,airport,7145,"1988-04	"
Alaska Airlines Inc.,airport,7432,"1987-10	"
Alaska Airlines Inc.,airport,6967,"1987-11	"
Alaska Airlines Inc.,airport,7007,"1987-12	"
Alaska Airlines Inc.,airport,7577,"1988-01	"
Alaska Airlines Inc.,airport,6898,"1988-02	"
Alaska Airlines Inc.,airport,7593,"1988-03	"
Alaska Airlines Inc.,airport,7626,"1988-05	"
Alaska Airlines Inc.,airport,7952,"1988-06	"
Alaska Airlines Inc.,airport,8316,"1988-07	"
Alaska Airlines Inc.,airport,8395,"1988-08	"
Alaska Airlines Inc.,airport,7185,"1988-09	"
Alaska Airlines Inc.,airport,7164,"1988-10	"
Alaska Airlines Inc.,airport,6838,"1988-11	"
Alaska Airlines Inc.,airport,7133,"1988-12	"
Alaska Airlines Inc.,airport,7224,"1989-01	"
Alaska Airlines Inc.,airport,6267,"1989-02	"
Alaska Airlines Inc.,airport,7224,"1989-03	"
Alaska Airlines Inc.,airport,6983,"1989-04	"
Alaska Airlines Inc.,airport,7426,"1989-05	"
Alaska Airlines Inc.,airport,7962,"1989-06	"
Alaska Airlines Inc.,airport,8300,"1989-07	"
Alaska Airlines Inc.,airport,8299,"1989-08	"
Alaska Airlines Inc.,airport,7384,"1989-09	"
Alaska Airlines Inc.,airport,7653,"1989-10	"
Alaska Airlines Inc.,airport,6991,"1989-11	"
Alaska Airlines Inc.,airport,7409,"1989-12	"
Alaska Airlines Inc.,airport,7834,"1990-01	"
Alaska Airlines Inc.,airport,7002,"1990-02	"
Alaska Airlines Inc.,airport,8033,"1990-03	"
Alaska Airlines Inc.,airport,7684,"1990-04	"
Alaska Airlines Inc.,airport,8100,"1990-05	"
Alaska Airlines Inc.,airport,8593,"1990-06	"
Alaska Airlines Inc.,airport,9375,"1990-07	"
Alaska Airlines Inc.,airport,9463,"1990-08	"
Alaska Airlines Inc.,airport,7926,"1990-09	"
Alaska Airlines Inc.,airport,8352,"1990-10	"
Alaska Airlines Inc.,airport,7738,"1990-11	"
Alaska Airlines Inc.,airport,7834,"1990-12	"
Alaska Airlines Inc.,airport,7972,"1991-01	"
Alaska Airlines Inc.,airport,7143,"1991-02	"
Alaska Airlines Inc.,airport,7919,"1991-03	"
Alaska Airlines Inc.,airport,7807,"1991-04	"
Alaska Airlines Inc.,airport,8266,"1991-05	"
Alaska Airlines Inc.,airport,9068,"1991-06	"
Alaska Airlines Inc.,airport,9452,"1991-07	"
Alaska Airlines Inc.,airport,9466,"1991-08	"
Alaska Airlines Inc.,airport,7544,"1991-09	"
Alaska Airlines Inc.,airport,8047,"1991-10	"
Alaska Airlines Inc.,airport,7956,"1991-11	"
Alaska Airlines Inc.,airport,8312,"1991-12	"
Alaska Airlines Inc.,airport,8278,"1992-01	"
Alaska Airlines Inc.,airport,7456,"1992-02	"
Alaska Airlines Inc.,airport,8091,"1992-03	"
Alaska Airlines Inc.,airport,7968,"1992-04	"
Alaska Airlines Inc.,airport,8664,"1992-05	"
Alaska Airlines Inc.,airport,9478,"1992-06	"
Alaska Airlines Inc.,airport,10170,"1992-07	"
Alaska Airlines Inc.,airport,9926,"1992-08	"
Alaska Airlines Inc.,airport,8381,"1992-09	"
Alaska Airlines Inc.,airport,8007,"1992-10	"
Alaska Airlines Inc.,airport,7645,"1992-11	"
Alaska Airlines Inc.,airport,8143,"1992-12	"
Alaska Airlines Inc.,airport,8094,"1993-01	"
Alaska Airlines Inc.,airport,6056,"1993-02	"
Alaska Airlines Inc.,airport,7416,"1993-03	"
Alaska Airlines Inc.,airport,7177,"1993-04	"
Alaska Airlines Inc.,airport,7533,"1993-05	"
Alaska Airlines Inc.,airport,8990,"1993-06	"
Alaska Airlines Inc.,airport,9950,"1993-07	"
Alaska Airlines Inc.,airport,9929,"1993-08	"
Alaska Airlines Inc.,airport,8332,"1993-09	"
Alaska Airlines Inc.,airport,8257,"1993-10	"
Alaska Airlines Inc.,airport,8184,"1993-11	"
Alaska Airlines Inc.,airport,8513,"1993-12	"
Alaska Airlines Inc.,airport,8654,"1994-01	"
Alaska Airlines Inc.,airport,7962,"1994-02	"
Alaska Airlines Inc.,airport,9033,"1994-03	"
Alaska Airlines Inc.,airport,8867,"1994-04	"
Alaska Airlines Inc.,airport,9349,"1994-05	"
Alaska Airlines Inc.,airport,10587,"1994-06	"
Alaska Airlines Inc.,airport,11294,"1994-07	"
Alaska Airlines Inc.,airport,11429,"1994-08	"
Alaska Airlines Inc.,airport,10455,"1994-09	"
Alaska Airlines Inc.,airport,10382,"1994-10	"
Alaska Airlines Inc.,airport,9646,"1994-11	"
Alaska Airlines Inc.,airport,9817,"1994-12	"
Alaska Airlines Inc.,airport,10574,"1995-01	"
Alaska Airlines Inc.,airport,9593,"1995-02	"
Alaska Airlines Inc.,airport,10835,"1995-03	"
Alaska Airlines Inc.,airport,10463,"1995-04	"
Alaska Airlines Inc.,airport,11037,"1995-05	"
Alaska Airlines Inc.,airport,12351,"1995-06	"
Alaska Airlines Inc.,airport,12982,"1995-07	"
Alaska Airlines Inc.,airport,12938,"1995-08	"
Alaska Airlines Inc.,airport,11496,"1995-09	"
Alaska Airlines Inc.,airport,10922,"1995-10	"
Alaska Airlines Inc.,airport,10692,"1995-11	"
Alaska Airlines Inc.,airport,11241,"1995-12	"
Alaska Airlines Inc.,airport,11521,"1996-01	"
Alaska Airlines Inc.,airport,10949,"1996-02	"
Alaska Airlines Inc.,airport,11463,"1996-03	"
Alaska Airlines Inc.,airport,11669,"1996-04	"
Alaska Airlines Inc.,airport,12246,"1996-05	"
Alaska Airlines Inc.,airport,12699,"1996-06	"
Alaska Airlines Inc.,airport,13523,"1996-07	"
Alaska Airlines Inc.,airport,13521,"1996-08	"
Alaska Airlines Inc.,airport,12018,"1996-09	"
Alaska Airlines Inc.,airport,11783,"1996-10	"
Alaska Airlines Inc.,airport,11097,"1996-11	"
Alaska Airlines Inc.,airport,11802,"1996-12	"
Alaska Airlines Inc.,airport,11896,"1997-01	"
Alaska Airlines Inc.,airport,10869,"1997-02	"
Alaska Airlines Inc.,airport,12133,"1997-03	"
Alaska Airlines Inc.,airport,11760,"1997-04	"
Alaska Airlines Inc.,airport,12407,"1997-05	"
Alaska Airlines Inc.,airport,12498,"1997-06	"
Alaska Airlines Inc.,airport,13847,"1997-07	"
Alaska Airlines Inc.,airport,13953,"1997-08	"
Alaska Airlines Inc.,airport,12448,"1997-09	"
Alaska Airlines Inc.,airport,12159,"1997-10	"
Alaska Airlines Inc.,airport,11581,"1997-11	"
Alaska Airlines Inc.,airport,12199,"1997-12	"
Alaska Airlines Inc.,airport,11878,"1998-01	"
Alaska Airlines Inc.,airport,10922,"1998-02	"
Alaska Airlines Inc.,airport,12479,"1998-03	"
Alaska Airlines Inc.,airport,12088,"1998-04	"
Alaska Airlines Inc.,airport,12598,"1998-05	"
Alaska Airlines Inc.,airport,13156,"1998-06	"
Alaska Airlines Inc.,airport,14049,"1998-07	"
Alaska Airlines Inc.,airport,14168,"1998-08	"
Alaska Airlines Inc.,airport,13119,"1998-09	"
Alaska Airlines Inc.,airport,12912,"1998-10	"
Alaska Airlines Inc.,airport,12114,"1998-11	"
Alaska Airlines Inc.,airport,12737,"1998-12	"
Alaska Airlines Inc.,airport,12461,"1999-01	"
Alaska Airlines Inc.,airport,11400,"1999-02	"
Alaska Airlines Inc.,airport,13013,"1999-03	"
Alaska Airlines Inc.,airport,12584,"1999-04	"
Alaska Airlines Inc.,airport,13229,"1999-05	"
Alaska Airlines Inc.,airport,13430,"1999-06	"
Alaska Airlines Inc.,airport,14139,"1999-07	"
Alaska Airlines Inc.,airport,14250,"1999-08	"
Alaska Airlines Inc.,airport,13267,"1999-09	"
Alaska Airlines Inc.,airport,13312,"1999-10	"
Alaska Airlines Inc.,airport,12065,"1999-11	"
Alaska Airlines Inc.,airport,12948,"1999-12	"
Alaska Airlines Inc.,airport,12668,"2000-01	"
Alaska Airlines Inc.,airport,12019,"2000-02	"
Alaska Airlines Inc.,airport,13205,"2000-03	"
Alaska Airlines Inc.,airport,12374,"2000-04	"
Alaska Airlines Inc.,airport,12631,"2000-05	"
Alaska Airlines Inc.,airport,12705,"2000-06	"
Alaska Airlines Inc.,airport,13869,"2000-07	"
Alaska Airlines Inc.,airport,13727,"2000-08	"
Alaska Airlines Inc.,airport,12735,"2000-09	"
Alaska Airlines Inc.,airport,13180,"2000-10	"
Alaska Airlines Inc.,airport,12189,"2000-11	"
Alaska Airlines Inc.,airport,12869,"2000-12	"
Alaska Airlines Inc.,airport,13050,"2001-01	"
Alaska Airlines Inc.,airport,11870,"2001-02	"
Alaska Airlines Inc.,airport,13104,"2001-03	"
Alaska Airlines Inc.,airport,12791,"2001-04	"
Alaska Airlines Inc.,airport,13598,"2001-05	"
Alaska Airlines Inc.,airport,14100,"2001-06	"
Alaska Airlines Inc.,airport,15095,"2001-07	"
Alaska Airlines Inc.,airport,15124,"2001-08	"
Alaska Airlines Inc.,airport,13002,"2001-09	"
Alaska Airlines Inc.,airport,11240,"2001-10	"
Alaska Airlines Inc.,airport,11490,"2001-11	"
Alaska Airlines Inc.,airport,11983,"2001-12	"
Alaska Airlines Inc.,airport,12009,"2002-01	"
Alaska Airlines Inc.,airport,11642,"2002-02	"
Alaska Airlines Inc.,airport,13272,"2002-03	"
Alaska Airlines Inc.,airport,12937,"2002-04	"
Alaska Airlines Inc.,airport,13738,"2002-05	"
Alaska Airlines Inc.,airport,14156,"2002-06	"
Alaska Airlines Inc.,airport,15036,"2002-07	"
Alaska Airlines Inc.,airport,15003,"2002-08	"
Alaska Airlines Inc.,airport,13283,"2002-09	"
Alaska Airlines Inc.,airport,13263,"2002-10	"
Alaska Airlines Inc.,airport,12110,"2002-11	"
Alaska Airlines Inc.,airport,12745,"2002-12	"
Alaska Airlines Inc.,airport,12610,"2003-01	"
Alaska Airlines Inc.,airport,11397,"2003-02	"
Alaska Airlines Inc.,airport,12718,"2003-03	"
Alaska Airlines Inc.,airport,12612,"2003-04	"
Alaska Airlines Inc.,airport,13522,"2003-05	"
Alaska Airlines Inc.,airport,14537,"2003-06	"
Alaska Airlines Inc.,airport,15570,"2003-07	"
Alaska Airlines Inc.,airport,15537,"2003-08	"
Alaska Airlines Inc.,airport,13514,"2003-09	"
Alaska Airlines Inc.,airport,13559,"2003-10	"
Alaska Airlines Inc.,airport,12666,"2003-11	"
Alaska Airlines Inc.,airport,13352,"2003-12	"
Alaska Airlines Inc.,airport,13281,"2004-01	"
Alaska Airlines Inc.,airport,12481,"2004-02	"
Alaska Airlines Inc.,airport,13670,"2004-03	"
Alaska Airlines Inc.,airport,13318,"2004-04	"
Alaska Airlines Inc.,airport,14224,"2004-05	"
Alaska Airlines Inc.,airport,14880,"2004-06	"
Alaska Airlines Inc.,airport,15595,"2004-07	"
Alaska Airlines Inc.,airport,15584,"2004-08	"
Alaska Airlines Inc.,airport,13856,"2004-09	"
Alaska Airlines Inc.,airport,13753,"2004-10	"
Alaska Airlines Inc.,airport,12949,"2004-11	"
Alaska Airlines Inc.,airport,13401,"2004-12	"
Alaska Airlines Inc.,airport,13154,"2005-01	"
Alaska Airlines Inc.,airport,11956,"2005-02	"
Alaska Airlines Inc.,airport,13233,"2005-03	"
Alaska Airlines Inc.,airport,12753,"2005-04	"
Alaska Airlines Inc.,airport,12796,"2005-05	"
Alaska Airlines Inc.,airport,13799,"2005-06	"
Alaska Airlines Inc.,airport,14317,"2005-07	"
Alaska Airlines Inc.,airport,14368,"2005-08	"
Alaska Airlines Inc.,airport,13146,"2005-09	"
Alaska Airlines Inc.,airport,13286,"2005-10	"
Alaska Airlines Inc.,airport,12387,"2005-11	"
Alaska Airlines Inc.,airport,12905,"2005-12	"
Alaska Airlines Inc.,airport,12903,"2006-01	"
Alaska Airlines Inc.,airport,11649,"2006-02	"
Alaska Airlines Inc.,airport,13072,"2006-03	"
Alaska Airlines Inc.,airport,12725,"2006-04	"
Alaska Airlines Inc.,airport,13516,"2006-05	"
Alaska Airlines Inc.,airport,14003,"2006-06	"
Alaska Airlines Inc.,airport,14683,"2006-07	"
Alaska Airlines Inc.,airport,14752,"2006-08	"
Alaska Airlines Inc.,airport,13308,"2006-09	"
Alaska Airlines Inc.,airport,13311,"2006-10	"
Alaska Airlines Inc.,airport,12529,"2006-11	"
