name,type,value,date
Delta Air Lines Inc.,airport,78453,"2000-03	"
Delta Air Lines Inc.,airport,75247,"2000-04	"
Delta Air Lines Inc.,airport,76797,"2000-05	"
Delta Air Lines Inc.,airport,74846,"2000-06	"
Delta Air Lines Inc.,airport,75776,"2000-07	"
Delta Air Lines Inc.,airport,77654,"2000-08	"
Delta Air Lines Inc.,airport,73696,"2000-09	"
Delta Air Lines Inc.,airport,77425,"2000-10	"
Delta Air Lines Inc.,airport,73659,"2000-11	"
Delta Air Lines Inc.,airport,75331,"2000-12	"
Delta Air Lines Inc.,airport,76671,"2001-01	"
Delta Air Lines Inc.,airport,67415,"2001-02	"
Delta Air Lines Inc.,airport,74960,"2001-03	"
Delta Air Lines Inc.,airport,72243,"2001-04	"
Delta Air Lines Inc.,airport,73793,"2001-05	"
Delta Air Lines Inc.,airport,72066,"2001-06	"
Delta Air Lines Inc.,airport,74288,"2001-07	"
Delta Air Lines Inc.,airport,74892,"2001-08	"
Delta Air Lines Inc.,airport,67821,"2001-09	"
Delta Air Lines Inc.,airport,60133,"2001-10	"
Delta Air Lines Inc.,airport,59226,"2001-11	"
Delta Air Lines Inc.,airport,61728,"2001-12	"
Delta Air Lines Inc.,airport,62669,"2002-01	"
Delta Air Lines Inc.,airport,56751,"2002-02	"
Delta Air Lines Inc.,airport,63216,"2002-03	"
Delta Air Lines Inc.,airport,61134,"2002-04	"
Delta Air Lines Inc.,airport,62431,"2002-05	"
Delta Air Lines Inc.,airport,61646,"2002-06	"
Delta Air Lines Inc.,airport,62989,"2002-07	"
Delta Air Lines Inc.,airport,63405,"2002-08	"
Delta Air Lines Inc.,airport,57280,"2002-09	"
Delta Air Lines Inc.,airport,60814,"2002-10	"
Delta Air Lines Inc.,airport,57432,"2002-11	"
Delta Air Lines Inc.,airport,58991,"2002-12	"
Delta Air Lines Inc.,airport,59724,"2003-01	"
Delta Air Lines Inc.,airport,52679,"2003-02	"
Delta Air Lines Inc.,airport,58230,"2003-03	"
Delta Air Lines Inc.,airport,51663,"2003-04	"
Delta Air Lines Inc.,airport,52002,"2003-05	"
Delta Air Lines Inc.,airport,53579,"2003-06	"
Delta Air Lines Inc.,airport,55295,"2003-07	"
Delta Air Lines Inc.,airport,56067,"2003-08	"
Delta Air Lines Inc.,airport,53919,"2003-09	"
Delta Air Lines Inc.,airport,56425,"2003-10	"
Delta Air Lines Inc.,airport,54199,"2003-11	"
Delta Air Lines Inc.,airport,56835,"2003-12	"
Delta Air Lines Inc.,airport,56745,"2004-01	"
Delta Air Lines Inc.,airport,54423,"2004-02	"
Delta Air Lines Inc.,airport,58796,"2004-03	"
Delta Air Lines Inc.,airport,57197,"2004-04	"
Delta Air Lines Inc.,airport,58499,"2004-05	"
Delta Air Lines Inc.,airport,57640,"2004-06	"
Delta Air Lines Inc.,airport,58536,"2004-07	"
Delta Air Lines Inc.,airport,58784,"2004-08	"
Delta Air Lines Inc.,airport,55557,"2004-09	"
Delta Air Lines Inc.,airport,57967,"2004-10	"
Delta Air Lines Inc.,airport,55940,"2004-11	"
Delta Air Lines Inc.,airport,57554,"2004-12	"
Delta Air Lines Inc.,airport,57931,"2005-01	"
Delta Air Lines Inc.,airport,55015,"2005-02	"
Delta Air Lines Inc.,airport,60784,"2005-03	"
Delta Air Lines Inc.,airport,57967,"2005-04	"
Delta Air Lines Inc.,airport,59031,"2005-05	"
Delta Air Lines Inc.,airport,56692,"2005-06	"
