2003	,5635684,101469,11381,251875,27151,269726,2116,189138,6488540
2004	,5370081,127757,13784,559151,72408,533199,4442,448448,7129270
2005	,5306807,133730,14028,629428,67513,508677,3608,476805,7140596
2006	,5155099,121934,16186,686263,66863,523584,5510,566483,7141922
2007	,5233338,160748,17179,755297,71805,562333,4547,647968,7453215
2008	,5330294,137434,17265,406582,56455,520679,2943,538076,7009728
