1	,344508,3936512,18136111,43.116774698006765
2	,376554,3745935,18061938,42.1499630933265
3	,363496,4038770,18103222,42.88628369528347
4	,356908,4529602,18083800,43.85822109757105
5	,340886,4747754,18091338,44.17523717530437
6	,263131,3146836,15915382,39.690424286489666
7	,257841,3837561,17143178,42.52715800478481
